match_id,season,competition,team,player
16029,2018/2019,La Liga,Sevilla,Franco Damián Vázquez
3773689,2020/2021,La Liga,Barcelona,Clément Lenglet
3749274,2003/2004,Premier League,Arsenal,David Bentley
3773689,2020/2021,La Liga,Barcelona,Frenkie de Jong
16029,2018/2019,La Liga,Sevilla,Pablo Sarabia García
3773689,2020/2021,La Liga,Barcelona,Héctor Junior Firpo Adames
3749079,2003/2004,Premier League,Chelsea,Glen Johnson
3773689,2020/2021,La Liga,Barcelona,Marc-André ter Stegen
3749079,2003/2004,Premier League,Chelsea,Jesper Grønkjær
16029,2018/2019,La Liga,Sevilla,Wissam Ben Yedder
3773689,2020/2021,La Liga,Barcelona,Sergino Dest
3749079,2003/2004,Premier League,Chelsea,Adrian Mutu
16029,2018/2019,La Liga,Sevilla,Manuel Agudo Durán
3773689,2020/2021,La Liga,Barcelona,Francisco António Machado Mota de Castro Trincão
3749079,2003/2004,Premier League,Chelsea,Claude Makélélé
3773689,2020/2021,La Liga,Barcelona,Ricard Puig Martí
16029,2018/2019,La Liga,Sevilla,Sergi Gómez Solà
3773689,2020/2021,La Liga,Barcelona,Matheus Fernandes Siqueira
3749079,2003/2004,Premier League,Chelsea,Mario Melchiot
3773689,2020/2021,La Liga,Barcelona,Pedro González López
3749079,2003/2004,Premier League,Chelsea,Frank Lampard
16029,2018/2019,La Liga,Sevilla,Jesús Navas González
3773689,2020/2021,La Liga,Barcelona,Ronald Federico Araújo da Silva
3773689,2020/2021,La Liga,Barcelona,Moriba Kourouma Kourouma
16029,2018/2019,La Liga,Sevilla,Daniel Filipe Martins Carriço
3773689,2020/2021,La Liga,Barcelona,Arnau Tenas Ureña
3749079,2003/2004,Premier League,Chelsea,Damien Duff
3773689,2020/2021,La Liga,Barcelona,Óscar Mingueza García
16029,2018/2019,La Liga,Sevilla,Guilherme Antonio Arana Lopes
3749079,2003/2004,Premier League,Chelsea,Hernán Jorge Crespo
16029,2018/2019,La Liga,Sevilla,Tomáš Vaclík
3773477,2020/2021,La Liga,Barcelona,Martin Braithwaite Christensen
303524,2019/2020,La Liga,Atlético Madrid,Kieran Trippier
3749079,2003/2004,Premier League,Chelsea,Robert Huth
303524,2019/2020,La Liga,Atlético Madrid,Álvaro Borja Morata Martín
3749079,2003/2004,Premier League,Chelsea,Wayne Bridge
16029,2018/2019,La Liga,Sevilla,Quincy Anton Promes
16029,2018/2019,La Liga,Sevilla,Juan Soriano Oropesa
303524,2019/2020,La Liga,Atlético Madrid,Jorge Resurrección Merodio
3749079,2003/2004,Premier League,Chelsea,Joe Cole
303479,2019/2020,La Liga,Real Sociedad,Robin Aime Robert Le Normand
3749246,2003/2004,Premier League,Arsenal,Jens Lehmann
3773377,2020/2021,La Liga,Valencia,José Luis Gayà Peña
303479,2019/2020,La Liga,Real Sociedad,Ander Barrenetxea Muguruza
3749246,2003/2004,Premier League,Arsenal,Gaël Clichy
3773377,2020/2021,La Liga,Valencia,Rubén Sobrino Pozuelo
303479,2019/2020,La Liga,Real Sociedad,Aihen Muñoz Capellán
3773377,2020/2021,La Liga,Valencia,David Remeseiro Salgueiro
303479,2019/2020,La Liga,Real Sociedad,Ander Guevara Lajo
3773377,2020/2021,La Liga,Valencia,Gabriel Armando de Abreu
3749246,2003/2004,Premier League,Arsenal,José Antonio Reyes Calderón
303479,2019/2020,La Liga,Real Sociedad,Alejandro Remiro Gargallo
3773377,2020/2021,La Liga,Valencia,Daniel Wass
303479,2019/2020,La Liga,Barcelona,Martin Braithwaite Christensen
3773377,2020/2021,La Liga,Valencia,Jaume Doménech Sánchez
3749246,2003/2004,Premier League,Arsenal,Nwankwo Christian Kanu
3749246,2003/2004,Premier League,Arsenal,Eduardo César Daude Gaspar
303479,2019/2020,La Liga,Barcelona,Sergio Busquets i Burgos
3773377,2020/2021,La Liga,Valencia,Thierry Rendall Correia
303479,2019/2020,La Liga,Barcelona,Jordi Alba Ramos
3749246,2003/2004,Premier League,Arsenal,Pascal Cygan
3749246,2003/2004,Premier League,Arsenal,Kolo Habib Touré
3773377,2020/2021,La Liga,Valencia,Kang-In Lee
303479,2019/2020,La Liga,Barcelona,Gerard Piqué Bernabéu
3773377,2020/2021,La Liga,Valencia,Manuel Javier Vallejo Galván
303479,2019/2020,La Liga,Barcelona,Ivan Rakitić
3749246,2003/2004,Premier League,Arsenal,Gilberto Aparecido da Silva
3749246,2003/2004,Premier League,Arsenal,Laureano Bisan-Etame Mayer
303479,2019/2020,La Liga,Barcelona,Antoine Griezmann
3773377,2020/2021,La Liga,Valencia,Uroš Račić
303479,2019/2020,La Liga,Barcelona,Samuel Yves Umtiti
303479,2019/2020,La Liga,Barcelona,Lionel Andrés Messi Cuccittini
3749246,2003/2004,Premier League,Arsenal,Graham Stack
3773377,2020/2021,La Liga,Valencia,Alejandro Blanco Sánchez
16079,2018/2019,La Liga,Barcelona,Malcom Filipe Silva de Oliveira
303479,2019/2020,La Liga,Barcelona,Nélson Cabral Semedo
3749454,2003/2004,Premier League,Arsenal,Dennis Bergkamp
303479,2019/2020,La Liga,Barcelona,Norberto Murara Neto
3773377,2020/2021,La Liga,Valencia,Vicente Esquerdo Santas
3749454,2003/2004,Premier League,Arsenal,Sylvain Wiltord
303479,2019/2020,La Liga,Barcelona,Clément Lenglet
3749454,2003/2004,Premier League,Arsenal,Patrick Vieira
3773377,2020/2021,La Liga,Valencia,Cristian Rivero Sabater
303479,2019/2020,La Liga,Barcelona,Frenkie de Jong
3749454,2003/2004,Premier League,Arsenal,Thierry Henry
3773377,2020/2021,La Liga,Valencia,Yunus Dimoara Musah
303479,2019/2020,La Liga,Barcelona,Arturo Erasmo Vidal Pardo
303479,2019/2020,La Liga,Barcelona,Héctor Junior Firpo Adames
3749454,2003/2004,Premier League,Arsenal,Martin Keown
3773377,2020/2021,La Liga,Valencia,Guillem Molina Gutiérrez
3749454,2003/2004,Premier League,Arsenal,Fredrik Ljungberg
303479,2019/2020,La Liga,Barcelona,Marc-André ter Stegen
3773377,2020/2021,La Liga,Valencia,Koba Lein Koindredi
303479,2019/2020,La Liga,Barcelona,Ricard Puig Martí
3749454,2003/2004,Premier League,Arsenal,Robert Pirès
303479,2019/2020,La Liga,Barcelona,Álex Collado Gutiérrez
3773377,2020/2021,La Liga,Valencia,Unai Etxebarría Martín
3749454,2003/2004,Premier League,Arsenal,Jens Lehmann
3773377,2020/2021,La Liga,Barcelona,Philippe Coutinho Correia
303479,2019/2020,La Liga,Barcelona,Anssumane Fati
3749454,2003/2004,Premier League,Arsenal,Ray Parlour
3773377,2020/2021,La Liga,Barcelona,Martin Braithwaite Christensen
3749454,2003/2004,Premier League,Arsenal,Eduardo César Daude Gaspar
3773523,2020/2021,La Liga,Real Sociedad,Mikel Merino Zazón
3773597,2020/2021,La Liga,Real Sociedad,Adnan Januzaj
3749454,2003/2004,Premier League,Arsenal,Kolo Habib Touré
3773377,2020/2021,La Liga,Barcelona,Sergio Busquets i Burgos
3749454,2003/2004,Premier League,Arsenal,Gilberto Aparecido da Silva
3773377,2020/2021,La Liga,Barcelona,Jordi Alba Ramos
3773597,2020/2021,La Liga,Real Sociedad,Cristian Portugués Manzanera
16173,2018/2019,La Liga,Athletic Club,Óscar de Marcos Arana
3749528,2003/2004,Premier League,Arsenal,Jens Lehmann
3773377,2020/2021,La Liga,Barcelona,Antoine Griezmann
3749528,2003/2004,Premier League,Arsenal,Ray Parlour
16173,2018/2019,La Liga,Athletic Club,Iago Herrerín Buisán
3749528,2003/2004,Premier League,Arsenal,Eduardo César Daude Gaspar
3773377,2020/2021,La Liga,Barcelona,Samuel Yves Umtiti
16173,2018/2019,La Liga,Athletic Club,Íñigo Martínez Berridi
3773377,2020/2021,La Liga,Barcelona,Lionel Andrés Messi Cuccittini
3749528,2003/2004,Premier League,Arsenal,Pascal Cygan
16173,2018/2019,La Liga,Athletic Club,Daniel García Carrillo
3749528,2003/2004,Premier League,Arsenal,Kolo Habib Touré
3773377,2020/2021,La Liga,Barcelona,Norberto Murara Neto
3749528,2003/2004,Premier League,Arsenal,Gilberto Aparecido da Silva
3773377,2020/2021,La Liga,Barcelona,Clément Lenglet
16173,2018/2019,La Liga,Athletic Club,Mikel Balenziaga Oruesagasti
3749528,2003/2004,Premier League,Arsenal,Laureano Bisan-Etame Mayer
16173,2018/2019,La Liga,Athletic Club,Iker Muniain Goñi
3749528,2003/2004,Premier League,Newcastle United,Aaron Hughes
3773377,2020/2021,La Liga,Barcelona,Miralem Pjanić
3773377,2020/2021,La Liga,Barcelona,Frenkie de Jong
16173,2018/2019,La Liga,Athletic Club,Yeray Álvarez López
3749528,2003/2004,Premier League,Newcastle United,Kieron Dyer
3749528,2003/2004,Premier League,Newcastle United,Shay Given
3773377,2020/2021,La Liga,Barcelona,Carles Aleña Castillo
16173,2018/2019,La Liga,Athletic Club,Kenan Kodro
3773377,2020/2021,La Liga,Barcelona,Héctor Junior Firpo Adames
3749528,2003/2004,Premier League,Newcastle United,Gary Speed
16173,2018/2019,La Liga,Athletic Club,Unai Simón Mendibil
3773377,2020/2021,La Liga,Barcelona,Marc-André ter Stegen
16173,2018/2019,La Liga,Barcelona,Malcom Filipe Silva de Oliveira
3749528,2003/2004,Premier League,Newcastle United,"Andy O""Brien"
3773377,2020/2021,La Liga,Barcelona,Sergino Dest
16173,2018/2019,La Liga,Barcelona,Philippe Coutinho Correia
3749528,2003/2004,Premier League,Newcastle United,Craig Bellamy
16173,2018/2019,La Liga,Barcelona,Sergio Busquets i Burgos
3773377,2020/2021,La Liga,Barcelona,Francisco António Machado Mota de Castro Trincão
3749528,2003/2004,Premier League,Newcastle United,Laurent Robert
16173,2018/2019,La Liga,Barcelona,Gerard Piqué Bernabéu
3773377,2020/2021,La Liga,Barcelona,Ricard Puig Martí
3749528,2003/2004,Premier League,Newcastle United,Lee Bowyer
16173,2018/2019,La Liga,Barcelona,Luis Alberto Suárez Díaz
3749528,2003/2004,Premier League,Newcastle United,Darren Ambrose
3773377,2020/2021,La Liga,Barcelona,Matheus Fernandes Siqueira
16173,2018/2019,La Liga,Barcelona,Ivan Rakitić
3773377,2020/2021,La Liga,Barcelona,Pedro González López
3749528,2003/2004,Premier League,Newcastle United,Titus Malachi Bramble
16173,2018/2019,La Liga,Barcelona,Ousmane Dembélé
3749528,2003/2004,Premier League,Newcastle United,Alan Shearer
3773377,2020/2021,La Liga,Barcelona,Ronald Federico Araújo da Silva
16173,2018/2019,La Liga,Barcelona,Lionel Andrés Messi Cuccittini
3749528,2003/2004,Premier League,Newcastle United,Shola Ameobi
3773377,2020/2021,La Liga,Barcelona,Arnau Tenas Ureña
16173,2018/2019,La Liga,Barcelona,Thomas Vermaelen
3749528,2003/2004,Premier League,Newcastle United,Olivier Bernard
16173,2018/2019,La Liga,Barcelona,Nélson Cabral Semedo
3749528,2003/2004,Premier League,Newcastle United,Jermaine Jenas
3773377,2020/2021,La Liga,Barcelona,Konrad De La Fuente
3773377,2020/2021,La Liga,Barcelona,Óscar Mingueza García
16173,2018/2019,La Liga,Barcelona,Sergi Roberto Carnicer
303516,2019/2020,La Liga,Barcelona,Martin Braithwaite Christensen
16173,2018/2019,La Liga,Barcelona,Jeison Fabián Murillo Cerón
303731,2019/2020,La Liga,Barcelona,Sergio Busquets i Burgos
303400,2019/2020,La Liga,Valencia,Francis Joseph Coquelin
16173,2018/2019,La Liga,Barcelona,Clément Lenglet
303731,2019/2020,La Liga,Barcelona,Gerard Piqué Bernabéu
303400,2019/2020,La Liga,Valencia,Eliaquim Mangala
3773586,2020/2021,La Liga,Granada,Jorge Molina Vidal
16173,2018/2019,La Liga,Barcelona,Arturo Erasmo Vidal Pardo
303731,2019/2020,La Liga,Barcelona,Ivan Rakitić
3773586,2020/2021,La Liga,Granada,Adrián Marín Gómez
303731,2019/2020,La Liga,Barcelona,Antoine Griezmann
16173,2018/2019,La Liga,Barcelona,Kevin-Prince Boateng
16173,2018/2019,La Liga,Barcelona,Carles Aleña Castillo
3749196,2003/2004,Premier League,Tottenham Hotspur,Mauricio Taricco
303532,2019/2020,La Liga,Leganés,Javier Eraso Goñi
3749196,2003/2004,Premier League,Tottenham Hotspur,Anthony Gardner
303532,2019/2020,La Liga,Leganés,Iván Cuéllar Sacristán
3749196,2003/2004,Premier League,Tottenham Hotspur,Mbulelo Mabizela
3749196,2003/2004,Premier League,Tottenham Hotspur,Rohan Ricketts
303532,2019/2020,La Liga,Leganés,Marc Navarro Ceciliano
3749196,2003/2004,Premier League,Tottenham Hotspur,Dean Richards
303532,2019/2020,La Liga,Leganés,Aitor Ruibal García
303532,2019/2020,La Liga,Leganés,Kévin Manuel Rodrigues
3749196,2003/2004,Premier League,Tottenham Hotspur,Stephen Carr
3749196,2003/2004,Premier League,Arsenal,Ashley Cole
303532,2019/2020,La Liga,Leganés,Ibrahim Amadou
3749196,2003/2004,Premier League,Arsenal,Dennis Bergkamp
3749196,2003/2004,Premier League,Arsenal,Thierry Henry
303532,2019/2020,La Liga,Leganés,Jonathan Cristian Silva
3749196,2003/2004,Premier League,Arsenal,Sulzeer Jeremiah ''Sol' Campbell
303532,2019/2020,La Liga,Leganés,Roger Claver Assalé Djapone
3749196,2003/2004,Premier League,Arsenal,Fredrik Ljungberg
303532,2019/2020,La Liga,Leganés,Rodrigo Tarín Higón
3749196,2003/2004,Premier League,Arsenal,Robert Pirès
303532,2019/2020,La Liga,Leganés,Bryan Gil Salvatierra
3749196,2003/2004,Premier League,Arsenal,Jens Lehmann
3749196,2003/2004,Premier League,Arsenal,Nwankwo Christian Kanu
303532,2019/2020,La Liga,Leganés,Juan Soriano Oropesa
3749196,2003/2004,Premier League,Arsenal,Ray Parlour
303532,2019/2020,La Liga,Leganés,Javier Avilés Cortés
303532,2019/2020,La Liga,Leganés,Pablo Lombo Suárez
3749196,2003/2004,Premier League,Arsenal,Eduardo César Daude Gaspar
303532,2019/2020,La Liga,Leganés,Iván Amores Alonso
3749196,2003/2004,Premier League,Arsenal,Pascal Cygan
303532,2019/2020,La Liga,Barcelona,Martin Braithwaite Christensen
303532,2019/2020,La Liga,Barcelona,Sergio Busquets i Burgos
3749196,2003/2004,Premier League,Arsenal,Kolo Habib Touré
303532,2019/2020,La Liga,Barcelona,Gerard Piqué Bernabéu
3749196,2003/2004,Premier League,Arsenal,Gilberto Aparecido da Silva
303532,2019/2020,La Liga,Barcelona,Luis Alberto Suárez Díaz
3749196,2003/2004,Premier League,Arsenal,Laureano Bisan-Etame Mayer
303532,2019/2020,La Liga,Barcelona,Ivan Rakitić
3749454,2003/2004,Premier League,Manchester City,Antoine Sibierski
16079,2018/2019,La Liga,Barcelona,Philippe Coutinho Correia
16079,2018/2019,La Liga,Barcelona,Sergio Busquets i Burgos
16079,2018/2019,La Liga,Barcelona,Jordi Alba Ramos
16079,2018/2019,La Liga,Barcelona,Gerard Piqué Bernabéu
16079,2018/2019,La Liga,Barcelona,Ivan Rakitić
16079,2018/2019,La Liga,Barcelona,Ousmane Dembélé
16079,2018/2019,La Liga,Barcelona,Lionel Andrés Messi Cuccittini
16079,2018/2019,La Liga,Barcelona,Nélson Cabral Semedo
16079,2018/2019,La Liga,Barcelona,Denis Suárez Fernández
16079,2018/2019,La Liga,Barcelona,Munir El Haddadi Mohamed
16079,2018/2019,La Liga,Barcelona,Clément Lenglet
16079,2018/2019,La Liga,Barcelona,Arturo Erasmo Vidal Pardo
16079,2018/2019,La Liga,Barcelona,Carles Aleña Castillo
16079,2018/2019,La Liga,Barcelona,Marc-André ter Stegen
16079,2018/2019,La Liga,Barcelona,Juan Miranda González
16079,2018/2019,La Liga,Barcelona,Ignacio Peña Sotorres
16079,2018/2019,La Liga,Barcelona,Juan Brandariz Movilla
16079,2018/2019,La Liga,Villarreal,Karl Brillant Toko Ekambi
16079,2018/2019,La Liga,Villarreal,José Ramiro Funes Mori
16079,2018/2019,La Liga,Villarreal,Carlos Arturo Bacca Ahumada
16023,2018/2019,La Liga,Valencia,Rodrigo Moreno Machado
16173,2018/2019,La Liga,Barcelona,Marc-André ter Stegen
303532,2019/2020,La Liga,Barcelona,Antoine Griezmann
16023,2018/2019,La Liga,Valencia,Kevin Gameiro
16173,2018/2019,La Liga,Barcelona,Ignacio Peña Sotorres
303532,2019/2020,La Liga,Barcelona,Samuel Yves Umtiti
16265,2018/2019,La Liga,Real Sociedad,Mikel Merino Zazón
16023,2018/2019,La Liga,Valencia,Carlos Soler Barragán
303532,2019/2020,La Liga,Barcelona,Lionel Andrés Messi Cuccittini
3773497,2020/2021,La Liga,Real Madrid,Thibaut Courtois
3773497,2020/2021,La Liga,Real Madrid,Ferland Mendy
16023,2018/2019,La Liga,Valencia,Jeison Fabián Murillo Cerón
303532,2019/2020,La Liga,Barcelona,Nélson Cabral Semedo
303532,2019/2020,La Liga,Barcelona,Sergi Roberto Carnicer
3773497,2020/2021,La Liga,Real Madrid,Francisco Román Alarcón Suárez
16023,2018/2019,La Liga,Valencia,Antonio Latorre Grueso
16023,2018/2019,La Liga,Valencia,Geoffrey Kondogbia
303532,2019/2020,La Liga,Barcelona,Norberto Murara Neto
3773497,2020/2021,La Liga,Real Madrid,Lucas Vázquez Iglesias
303532,2019/2020,La Liga,Barcelona,Clément Lenglet
3773497,2020/2021,La Liga,Real Madrid,José Ignacio Fernández Iglesias
16023,2018/2019,La Liga,Valencia,Norberto Murara Neto
303532,2019/2020,La Liga,Barcelona,Frenkie de Jong
3773497,2020/2021,La Liga,Real Madrid,Luka Modrić
303532,2019/2020,La Liga,Barcelona,Arturo Erasmo Vidal Pardo
16023,2018/2019,La Liga,Valencia,Daniel Parejo Muñoz
3773497,2020/2021,La Liga,Real Madrid,Carlos Henrique Casimiro
303532,2019/2020,La Liga,Barcelona,Arthur Henrique Ramos de Oliveira Melo
303532,2019/2020,La Liga,Barcelona,Héctor Junior Firpo Adames
3773497,2020/2021,La Liga,Real Madrid,Marcelo Vieira da Silva Júnior
16023,2018/2019,La Liga,Valencia,José Luis Gayà Peña
303532,2019/2020,La Liga,Barcelona,Marc-André ter Stegen
3773497,2020/2021,La Liga,Real Madrid,Toni Kroos
16023,2018/2019,La Liga,Valencia,Gabriel Armando de Abreu
303532,2019/2020,La Liga,Barcelona,Ricard Puig Martí
3773497,2020/2021,La Liga,Real Madrid,Marco Asensio Willemsen
16023,2018/2019,La Liga,Valencia,Daniel Wass
3773497,2020/2021,La Liga,Real Madrid,Álvaro Odriozola Arzallus
303532,2019/2020,La Liga,Barcelona,Álex Collado Gutiérrez
16023,2018/2019,La Liga,Valencia,Ezequiel Marcelo Garay
3773497,2020/2021,La Liga,Real Madrid,Federico Santiago Valverde Dipetta
303532,2019/2020,La Liga,Barcelona,Anssumane Fati
3773497,2020/2021,La Liga,Real Madrid,Éder Gabriel Militão
16023,2018/2019,La Liga,Valencia,Jaume Doménech Sánchez
3773497,2020/2021,La Liga,Real Madrid,Vinícius José Paixão de Oliveira Júnior
303532,2019/2020,La Liga,Barcelona,Ronald Federico Araújo da Silva
16023,2018/2019,La Liga,Valencia,Cristiano Piccini
303532,2019/2020,La Liga,Barcelona,Ignacio Peña Sotorres
3773497,2020/2021,La Liga,Real Madrid,Karim Benzema
16023,2018/2019,La Liga,Barcelona,Philippe Coutinho Correia
3773497,2020/2021,La Liga,Real Madrid,Andriy Lunin
303532,2019/2020,La Liga,Barcelona,Ramón Rodríguez Jiménez
3773497,2020/2021,La Liga,Real Madrid,Rodrygo Silva de Goes
16023,2018/2019,La Liga,Barcelona,Sergio Busquets i Burgos
303731,2019/2020,La Liga,Barcelona,Martin Braithwaite Christensen
16023,2018/2019,La Liga,Barcelona,Jordi Alba Ramos
3749528,2003/2004,Premier League,Arsenal,Sylvain Wiltord
3773497,2020/2021,La Liga,Real Madrid,Diego Altube Suárez
3773497,2020/2021,La Liga,Barcelona,Martin Braithwaite Christensen
16023,2018/2019,La Liga,Barcelona,Gerard Piqué Bernabéu
3749528,2003/2004,Premier League,Arsenal,Patrick Vieira
16023,2018/2019,La Liga,Barcelona,Luis Alberto Suárez Díaz
3749528,2003/2004,Premier League,Arsenal,Thierry Henry
3773497,2020/2021,La Liga,Barcelona,Sergio Busquets i Burgos
3749528,2003/2004,Premier League,Arsenal,Martin Keown
16023,2018/2019,La Liga,Barcelona,Ivan Rakitić
3773497,2020/2021,La Liga,Barcelona,Jordi Alba Ramos
3749528,2003/2004,Premier League,Arsenal,Fredrik Ljungberg
16023,2018/2019,La Liga,Barcelona,Ousmane Dembélé
3773497,2020/2021,La Liga,Barcelona,Gerard Piqué Bernabéu
16023,2018/2019,La Liga,Barcelona,Lionel Andrés Messi Cuccittini
3749528,2003/2004,Premier League,Arsenal,Robert Pirès
3773497,2020/2021,La Liga,Barcelona,Ousmane Dembélé
303400,2019/2020,La Liga,Valencia,Carlos Soler Barragán
16205,2018/2019,La Liga,Barcelona,Malcom Filipe Silva de Oliveira
303524,2019/2020,La Liga,Barcelona,Carles Aleña Castillo
3749448,2003/2004,Premier League,Arsenal,Dennis Bergkamp
303400,2019/2020,La Liga,Valencia,Geoffrey Kondogbia
303524,2019/2020,La Liga,Barcelona,Héctor Junior Firpo Adames
3749448,2003/2004,Premier League,Arsenal,Patrick Vieira
303400,2019/2020,La Liga,Valencia,José Luis Gayà Peña
303524,2019/2020,La Liga,Barcelona,Marc-André ter Stegen
303400,2019/2020,La Liga,Valencia,Rubén Sobrino Pozuelo
3749448,2003/2004,Premier League,Arsenal,Thierry Henry
303524,2019/2020,La Liga,Barcelona,Carles Pérez Sayol
303400,2019/2020,La Liga,Valencia,Gabriel Armando de Abreu
303524,2019/2020,La Liga,Barcelona,Anssumane Fati
3749448,2003/2004,Premier League,Arsenal,Sulzeer Jeremiah ''Sol' Campbell
3749448,2003/2004,Premier League,Arsenal,Martin Keown
16109,2018/2019,La Liga,Barcelona,Philippe Coutinho Correia
3773477,2020/2021,La Liga,Barcelona,Sergio Busquets i Burgos
303400,2019/2020,La Liga,Valencia,Ferrán Torres García
3749448,2003/2004,Premier League,Arsenal,Fredrik Ljungberg
303400,2019/2020,La Liga,Valencia,Daniel Wass
3773477,2020/2021,La Liga,Barcelona,Jordi Alba Ramos
3749448,2003/2004,Premier League,Arsenal,Robert Pirès
303400,2019/2020,La Liga,Valencia,Jaume Vicent Costa Jordá
3773477,2020/2021,La Liga,Barcelona,Gerard Piqué Bernabéu
3749448,2003/2004,Premier League,Arsenal,Jens Lehmann
303400,2019/2020,La Liga,Valencia,Ezequiel Marcelo Garay
3773477,2020/2021,La Liga,Barcelona,Ousmane Dembélé
3749448,2003/2004,Premier League,Arsenal,Eduardo César Daude Gaspar
303400,2019/2020,La Liga,Valencia,Jaume Doménech Sánchez
3773477,2020/2021,La Liga,Barcelona,Antoine Griezmann
3749448,2003/2004,Premier League,Arsenal,Kolo Habib Touré
303400,2019/2020,La Liga,Valencia,Kang-In Lee
3773477,2020/2021,La Liga,Barcelona,Lionel Andrés Messi Cuccittini
3749448,2003/2004,Premier League,Arsenal,Gilberto Aparecido da Silva
303400,2019/2020,La Liga,Valencia,Vicente Esquerdo Santas
303400,2019/2020,La Liga,Valencia,Cristian Rivero Sabater
3749448,2003/2004,Premier League,Arsenal,Laureano Bisan-Etame Mayer
3773477,2020/2021,La Liga,Barcelona,Sergi Roberto Carnicer
303400,2019/2020,La Liga,Barcelona,Sergio Busquets i Burgos
3773477,2020/2021,La Liga,Barcelona,Norberto Murara Neto
303400,2019/2020,La Liga,Barcelona,Jordi Alba Ramos
3773477,2020/2021,La Liga,Barcelona,Clément Lenglet
3749448,2003/2004,Premier League,Liverpool,Emile Heskey
303400,2019/2020,La Liga,Barcelona,Gerard Piqué Bernabéu
3773477,2020/2021,La Liga,Barcelona,Miralem Pjanić
3773477,2020/2021,La Liga,Barcelona,Frenkie de Jong
3749448,2003/2004,Premier League,Liverpool,Michael Owen
303400,2019/2020,La Liga,Barcelona,Ivan Rakitić
3773477,2020/2021,La Liga,Barcelona,Carles Aleña Castillo
303400,2019/2020,La Liga,Barcelona,Antoine Griezmann
3773477,2020/2021,La Liga,Barcelona,Héctor Junior Firpo Adames
3749448,2003/2004,Premier League,Liverpool,Steven Gerrard
303400,2019/2020,La Liga,Barcelona,Samuel Yves Umtiti
3773477,2020/2021,La Liga,Barcelona,Marc-André ter Stegen
3773477,2020/2021,La Liga,Barcelona,Sergino Dest
3749448,2003/2004,Premier League,Liverpool,Milan Baroš
303400,2019/2020,La Liga,Barcelona,Lionel Andrés Messi Cuccittini
3773477,2020/2021,La Liga,Barcelona,Francisco António Machado Mota de Castro Trincão
303400,2019/2020,La Liga,Barcelona,Nélson Cabral Semedo
3773477,2020/2021,La Liga,Barcelona,Ricard Puig Martí
3749448,2003/2004,Premier League,Liverpool,John Arne Semundseth Riise
303400,2019/2020,La Liga,Barcelona,Sergi Roberto Carnicer
3773477,2020/2021,La Liga,Barcelona,Pedro González López
303400,2019/2020,La Liga,Barcelona,Clément Lenglet
3749448,2003/2004,Premier League,Liverpool,Jamie Carragher
303400,2019/2020,La Liga,Barcelona,Frenkie de Jong
3773477,2020/2021,La Liga,Barcelona,Anssumane Fati
303400,2019/2020,La Liga,Barcelona,Arturo Erasmo Vidal Pardo
3773477,2020/2021,La Liga,Barcelona,Arnau Tenas Ureña
3749448,2003/2004,Premier League,Liverpool,Sami Hyypiä
303400,2019/2020,La Liga,Barcelona,Arthur Henrique Ramos de Oliveira Melo
3773477,2020/2021,La Liga,Barcelona,Konrad De La Fuente
3773477,2020/2021,La Liga,Barcelona,Óscar Mingueza García
303400,2019/2020,La Liga,Barcelona,Héctor Junior Firpo Adames
3749448,2003/2004,Premier League,Liverpool,Jerzy Dudek
303400,2019/2020,La Liga,Barcelona,Marc-André ter Stegen
3749079,2003/2004,Premier League,Chelsea,Carlo Cudicini
3749079,2003/2004,Premier League,Chelsea,"Gérémi Sorele N""Djitap Fotso"
3749079,2003/2004,Premier League,Chelsea,Jerrel Hasselbaink
3749079,2003/2004,Premier League,Arsenal,Ashley Cole
3749079,2003/2004,Premier League,Arsenal,Dennis Bergkamp
3749079,2003/2004,Premier League,Arsenal,Sylvain Wiltord
3749079,2003/2004,Premier League,Arsenal,Thierry Henry
3749079,2003/2004,Premier League,Arsenal,Sulzeer Jeremiah ''Sol' Campbell
3749079,2003/2004,Premier League,Arsenal,Robert Pirès
3749079,2003/2004,Premier League,Arsenal,Jens Lehmann
3749079,2003/2004,Premier League,Arsenal,Nwankwo Christian Kanu
3749079,2003/2004,Premier League,Arsenal,Ray Parlour
3749079,2003/2004,Premier League,Arsenal,Eduardo César Daude Gaspar
3749079,2003/2004,Premier League,Arsenal,Pascal Cygan
3749079,2003/2004,Premier League,Arsenal,Kolo Habib Touré
3749079,2003/2004,Premier League,Arsenal,Gilberto Aparecido da Silva
3749079,2003/2004,Premier League,Arsenal,Laureano Bisan-Etame Mayer
3749590,2003/2004,Premier League,Arsenal,Ashley Cole
16023,2018/2019,La Liga,Valencia,Francis Joseph Coquelin
16023,2018/2019,La Liga,Valencia,Michy Batshuayi Tunga
16023,2018/2019,La Liga,Valencia,Gonçalo Manuel Ganchinho Guedes
16023,2018/2019,La Liga,Valencia,Denis Cheryshev
303700,2019/2020,La Liga,Eibar,Sergio Enrich Ametller
303700,2019/2020,La Liga,Eibar,José Ángel Valdés Díaz
303700,2019/2020,La Liga,Eibar,Charles Días Barbosa de Oliveira
303700,2019/2020,La Liga,Eibar,Paulo André Rodrigues de Oliveira
303700,2019/2020,La Liga,Eibar,Anaitz Arbilla Zabala
303700,2019/2020,La Liga,Eibar,Enrique García Martínez
303700,2019/2020,La Liga,Eibar,Papa Kouly Diop
303700,2019/2020,La Liga,Eibar,Pedro León Sánchez Gil
